apartment_id,name,num_bedrooms,num_bathrooms,num_beds,area,maximum_guests,rating,review_count,like_count,bedType_name,roomType_name,propertyType_name,nightly_price_vnd,ward,district,city,latitude,longitude,amenities
26503,Sammi Uyen House - Phòng Lớn Với Ban Công Rộng,1,1,1,35,2,0,0,0,Real Bed,Phòng riêng,Nhà riêng,1.2142811439e+06,Phường 6,Quận 3,Hồ Chí Minh,10.7835863,106.6948352,"[""Bếp điện"",""Tủ lạnh"",""Wifi"",""TV"",""Điều hoà"",""Không hút thuốc"",""Giấy vệ sinh"",""Khăn tắm"",""Xà phòng tắm"",""Máy sấy""]"
36025,Quiet Apart II Full facilities II Central SaiGon - HO 2701,1,1,1,25,2,0,0,0,Queen Size,Phòng riêng,Căn hộ dịch vụ,459152.265,Phường 13,Phú Nhuận,Hồ Chí Minh,10.78708612505,106.67887639741,"[""Bếp điện"",""Tủ lạnh"",""Cảnh quan đẹp"",""Wifi"",""TV"",""Phù hợp với trẻ nhỏ"",""Điều hoà"",""Máy giặt"",""Không hút thuốc"",""Dầu gội, dầu xả"",""Giấy vệ sinh"",""Giấy ăn"",""Nước khoáng"",""Bếp Ga"",""Khăn tắm"",""Kem đánh răng"",""Xà phòng tắm"",""Smart tivi"",""Internet"",""Cửa sổ"",""Nhà bếp""]"
20027,LUXURY APARTMENT - VINHOMES GOLDEN RIVER - A310OT11,1,1,1,50,3,0,0,2,Sofa Bed,Phòng riêng,Căn hộ dịch vụ,2.354627e+06,Bến Nghé,Quận 1,Hồ Chí Minh,10.7855522,106.7098272,"[""Bếp điện"",""Lò vi sóng"",""Tủ lạnh"",""Cảnh quan đẹp"",""Gần sân golf"",""Wifi"",""Ban Công"",""TV"",""Phù hợp với trẻ nhỏ"",""Điều hoà"",""Máy giặt"",""Dầu gội, dầu xả"",""Giấy vệ sinh"",""Giấy ăn"",""Nước khoáng"",""Khăn tắm"",""Kem đánh răng"",""Xà phòng tắm"",""Thang máy"",""Smart tivi"",""Máy sấy""]"
34920,"Vietlife's Culture Journey - Studio Room , Cozy and Simple #2After",1,1,1,25,2,0,0,0,Queen Size,Phòng riêng,Căn hộ dịch vụ,1.22440604e+06,Tân Phong,Quận 7,Hồ Chí Minh,10.7304572,106.7202389,"[""Bếp điện"",""Lò vi sóng"",""Tủ lạnh"",""Cảnh quan đẹp"",""Wifi"",""TV"",""Điều hoà"",""Không hút thuốc"",""Dầu gội, dầu xả"",""Giấy vệ sinh"",""Khăn tắm"",""Kem đánh răng"",""Xà phòng tắm"",""Máy chiếu phim"",""Máy sấy"",""Internet"",""Cửa sổ""]"
12404,YUMI HOUSE 1 - Rivergate Apartment - Free Gym & Pool,1,1,1,28,2,5,2,11,Queen Size,Nguyên căn,Căn hộ Studio,969399.9359,Phường 6,Quận 4,Hồ Chí Minh,10.7629696,106.6986608,"[""BBQ"",""Bếp điện"",""Lò vi sóng"",""Tủ lạnh"",""Cảnh quan đẹp"",""Wifi"",""TV"",""Phù hợp với trẻ nhỏ"",""Điều hoà"",""Máy giặt"",""Đệm bổ sung"",""Không hút thuốc"",""Dầu gội, dầu xả"",""Giấy vệ sinh"",""Giấy ăn"",""Nước khoáng"",""Bể Bơi"",""Khăn tắm"",""Kem đánh răng"",""Xà phòng tắm"",""Thang máy""]"
69665,Cactusland Villa *One Bedroom Apartment with Sunny Kitchen 102*Near Bui Vien Street,1,1,1,35,2,0,0,1,Queen Size,Phòng riêng,Căn hộ dịch vụ,489762.416,Nguyễn Cư Trinh,Quận 1,Hồ Chí Minh,10.761065,106.687043,"[""BBQ"",""Bếp điện"",""Lò vi sóng"",""Tủ lạnh"",""Cảnh quan đẹp"",""Wifi"",""TV"",""Điều hoà"",""Không hút thuốc"",""Dầu gội, dầu xả"",""Giấy vệ sinh"",""Giấy ăn"",""Khăn tắm"",""Kem đánh răng"",""Xà phòng tắm"",""Smart tivi"",""Máy sấy"",""Internet"",""Cửa sổ""]"
24515,Nice and cozy apartment in Saigon CBD,1,1,1,40,3,0,0,0,Queen Size,Phòng riêng,Căn hộ dịch vụ,795863.926,Bến Nghé,Quận 1,Hồ Chí Minh,10.7792447,106.7046168,"[""Bếp điện"",""Lò vi sóng"",""Tủ lạnh"",""Wifi"",""TV"",""Điều hoà"",""Máy giặt"",""Không hút thuốc"",""Dầu gội, dầu xả"",""Giấy vệ sinh"",""Nước khoáng"",""Khăn tắm"",""Kem đánh răng"",""Xà phòng tắm"",""Smart tivi"",""Máy sấy""]"
35082,Sai Gon Garden Homestay3 დ Double Room with Lake wiew,1,1,1,20,2,0,0,4,Queen Size,Nguyên căn,Nhà riêng,316226.4061,Thạnh Xuân,Quận 12,Hồ Chí Minh,10.8834303,106.6703963,"[""Tủ lạnh"",""Cảnh quan đẹp"",""Câu cá"",""Wifi"",""Ban Công"",""Máy giặt"",""Đệm bổ sung"",""Không hút thuốc"",""Dầu gội, dầu xả"",""Giấy vệ sinh"",""Bếp Ga"",""Khăn tắm"",""Xà phòng tắm"",""Cửa sổ"",""Nhà bếp""]"
34051,Book căn hộ cao cấp 2 PN giá cực tốt tại Vinhome Central Park,2,2,2,85,6,0,0,2,King size,Nguyên căn,Căn hộ dịch vụ,1.8877044659000002e+06,Phường 22,Bình Thạnh,Hồ Chí Minh,10.7937418,106.7239916,"[""Cho thú cưng"",""Bếp điện"",""Lò vi sóng"",""Tủ lạnh"",""Cảnh quan đẹp"",""Hướng biển"",""Gần sân golf"",""Wifi"",""Ban Công"",""TV"",""Phù hợp với trẻ nhỏ"",""Điều hoà"",""Máy giặt"",""Dầu gội, dầu xả"",""Giấy vệ sinh"",""Giấy ăn"",""Nước khoáng"",""Bể Bơi"",""Bếp Ga"",""Khăn tắm"",""Kem đánh răng"",""Xà phòng tắm"",""Thang máy"",""Smart tivi"",""Máy sấy"",""Internet"",""Cửa sổ"",""Bể bơi cá nhân"",""Nhà bếp""]"
21125,V Tree Vinhome golden river - 01,2,2,2,78,5,0,0,0,Queen Size,Nguyên căn,Căn hộ dịch vụ,2.09561803e+06,Bến Nghé,Quận 1,Hồ Chí Minh,10.7855522,106.7098272,"[""BBQ"",""Bếp điện"",""Lò vi sóng"",""Tủ lạnh"",""Cảnh quan đẹp"",""Gần sân golf"",""Wifi"",""Ban Công"",""TV"",""Phù hợp với trẻ nhỏ"",""Điều hoà"",""Máy giặt"",""Dầu gội, dầu xả"",""Giấy vệ sinh"",""Giấy ăn"",""Nước khoáng"",""Bể Bơi"",""Khăn tắm"",""Kem đánh răng"",""Xà phòng tắm"",""Thang máy"",""Smart tivi"",""Máy sấy""]"
33759,Book căn hộ cao cấp 1 PN giá cực tốt tại Vinhome Central Park,1,1,1,55,3,0,0,0,King size,Nguyên căn,Căn hộ dịch vụ,1.53050755e+06,Phường 22,Bình Thạnh,Hồ Chí Minh,10.7937418,106.7239916,"[""Cho thú cưng"",""Bếp điện"",""Tủ lạnh"",""Cảnh quan đẹp"",""Hướng biển"",""Gần sân golf"",""Wifi"",""Ban Công"",""TV"",""Phù hợp với trẻ nhỏ"",""Điều hoà"",""Máy giặt"",""Dầu gội, dầu xả"",""Giấy vệ sinh"",""Giấy ăn"",""Nước khoáng"",""Bể Bơi"",""Khăn tắm"",""Kem đánh răng"",""Xà phòng tắm"",""Thang máy"",""Smart tivi"",""Máy sấy"",""Internet"",""Cửa sổ"",""Bể bơi cá nhân"",""Nhà bếp""]"
33035,Lighthouse.SunriseCityview-Fr Gym/Pool-D7 Near D1,1,1,1,39,2,0,0,1,Queen Size,Phòng riêng,Căn hộ Studio,765253.775,Tân Hưng,Quận 7,Hồ Chí Minh,10.7453754,106.7015513,"[""Lò vi sóng"",""Tủ lạnh"",""Cảnh quan đẹp"",""Wifi"",""Ban Công"",""TV"",""Phù hợp với trẻ nhỏ"",""Điều hoà"",""Máy giặt"",""Không hút thuốc"",""Dầu gội, dầu xả"",""Giấy vệ sinh"",""Bể Bơi"",""Khăn tắm"",""Kem đánh răng"",""Xà phòng tắm"",""Thang máy"",""Smart tivi"",""Máy sấy"",""Internet"",""Cửa sổ"",""Nhà bếp""]"
33962,Book căn hộ cao cấp 3 PN giá cực tốt tại Vinhome Central Park,3,2,3,105,8,0,0,2,King size,Nguyên căn,Căn hộ dịch vụ,2.4999074859e+06,Phường 22,Bình Thạnh,Hồ Chí Minh,10.7937418,106.7239916,"[""Cho thú cưng"",""Bếp điện"",""Lò vi sóng"",""Tủ lạnh"",""Cảnh quan đẹp"",""Hướng biển"",""Gần sân golf"",""Wifi"",""Ban Công"",""TV"",""Phù hợp với trẻ nhỏ"",""Điều hoà"",""Máy giặt"",""Dầu gội, dầu xả"",""Giấy vệ sinh"",""Giấy ăn"",""Nước khoáng"",""Bể Bơi"",""Bếp Ga"",""Khăn tắm"",""Kem đánh răng"",""Xà phòng tắm"",""Thang máy"",""Smart tivi"",""Máy sấy"",""Internet"",""Cửa sổ"",""Bể bơi cá nhân"",""Nhà bếp""]"
30422,SStay ★ Modern Studio | 5 Mins to Ben Thanh | Amazing City View ,1,1,1,30,2,0,0,7,Queen Size,Nguyên căn,Căn hộ Studio,561107.6141,Phường 6,Quận 4,Hồ Chí Minh,10.7628507,106.6985428,"[""BBQ"",""Bếp điện"",""Lò vi sóng"",""Tủ lạnh"",""Cảnh quan đẹp"",""Wifi"",""TV"",""Phù hợp với trẻ nhỏ"",""Điều hoà"",""Máy giặt"",""Không hút thuốc"",""Dầu gội, dầu xả"",""Giấy vệ sinh"",""Nước khoáng"",""Bể Bơi"",""Khăn tắm"",""Xà phòng tắm"",""Thang máy"",""Smart tivi"",""Máy sấy""]"
23960,Kelly Corner House 2 - Third Floor,1,1,1,30,2,0,0,1,King size,Nguyên căn,Căn hộ dịch vụ,561107.6141,Đa Kao,Quận 1,Hồ Chí Minh,10.7853645,106.7002803,"[""Bếp điện"",""Lò vi sóng"",""Tủ lạnh"",""Cảnh quan đẹp"",""Wifi"",""Ban Công"",""TV"",""Phù hợp với trẻ nhỏ"",""Điều hoà"",""Máy giặt"",""Đệm bổ sung"",""Không hút thuốc"",""Dầu gội, dầu xả"",""Giấy vệ sinh"",""Giấy ăn"",""Khăn tắm"",""Kem đánh răng"",""Xà phòng tắm"",""Smart tivi"",""Máy sấy""]"
34456,"JUN House - Serviced APT , Central Disc.1 in Little Japan Town #3",1,1,1,25,3,0,0,0,Queen Size,Phòng riêng,Căn hộ dịch vụ,561107.6141,Bến Nghé,Quận 1,Hồ Chí Minh,10.7792705,106.7046115,"[""Bếp điện"",""Lò vi sóng"",""Tủ lạnh"",""Wifi"",""TV"",""Điều hoà"",""Máy giặt"",""Đệm bổ sung"",""Không hút thuốc"",""Dầu gội, dầu xả"",""Giấy vệ sinh"",""Khăn tắm"",""Xà phòng tắm"",""Máy sấy"",""Internet"",""Cửa sổ""]"
29121,"Rivergate Apt w 2 View ,near BEN THANH,Bùi viện",1,1,1,30,2,0,0,1,Queen Size,Nguyên căn,Căn hộ chung cư,815407.3301,Phường 6,Quận 4,Hồ Chí Minh,10.7619406,106.6994216,"[""BBQ"",""Bếp điện"",""Lò vi sóng"",""Tủ lạnh"",""Cảnh quan đẹp"",""Wifi"",""Ban Công"",""TV"",""Điều hoà"",""Máy giặt"",""Đệm bổ sung"",""Dầu gội, dầu xả"",""Giấy vệ sinh"",""Giấy ăn"",""Nước khoáng"",""Bể Bơi"",""Bếp Ga"",""Khăn tắm"",""Kem đánh răng"",""Xà phòng tắm"",""Thang máy"",""Smart tivi"",""Máy sấy""]"
18015,Bui Vien Hotel - phòng 4 người,1,1,1,15,4,4,2,27,Bunk bed,Phòng riêng,Khác,612203.02,,Quận 1,Hồ Chí Minh,10.767419,106.693215,"[""Tủ lạnh"",""Wifi"",""Ban Công"",""Điều hoà"",""Không hút thuốc"",""Dầu gội, dầu xả"",""Giấy vệ sinh"",""Giấy ăn"",""Khăn tắm"",""Kem đánh răng"",""Xà phòng tắm"",""Máy sấy""]"
30527,Đặt Phòng Thuê Vinhomes Central Park Căn Hộ 2 Phòng Ngủ Theo Ngày,2,2,2,82,5,0,0,0,King size,Nguyên căn,Căn hộ dịch vụ,1.7346537109e+06,Phường 22,Bình Thạnh,Hồ Chí Minh,10.7937418,106.7239916,"[""BBQ"",""Bếp điện"",""Lò vi sóng"",""Tủ lạnh"",""Cảnh quan đẹp"",""Wifi"",""Ban Công"",""TV"",""Phù hợp với trẻ nhỏ"",""Điều hoà"",""Máy giặt"",""Không hút thuốc"",""Dầu gội, dầu xả"",""Giấy vệ sinh"",""Nước khoáng"",""Khăn tắm"",""Kem đánh răng"",""Xà phòng tắm"",""Thang máy"",""Smart tivi"",""Máy sấy""]"
69523,Near Airport*Cactusland Deluxe Studio,1,1,1,29,2,0,0,2,Queen Size,Phòng riêng,Căn hộ dịch vụ,459152.265,Phường 10,Phú Nhuận,Hồ Chí Minh,10.7976172,106.6719824,"[""Lò vi sóng"",""Tủ lạnh"",""Wifi"",""TV"",""Điều hoà"",""Không hút thuốc"",""Dầu gội, dầu xả"",""Giấy vệ sinh"",""Giấy ăn"",""Nước khoáng"",""Khăn tắm"",""Kem đánh răng"",""Xà phòng tắm"",""Thang máy"",""Smart tivi"",""Máy sấy"",""Internet"",""Cửa sổ"",""Nhà bếp""]"
18502,Căn hộ Dịch Vụ Vinhomes theo ngày - 1 Phòng ngủ,1,1,1,54,3,0,0,3,King size,Nguyên căn,Căn hộ dịch vụ,1.4285522009e+06,Phường 22,Bình Thạnh,Hồ Chí Minh,10.7947506,106.7219896,"[""Cho thú cưng"",""BBQ"",""Bếp điện"",""Lò vi sóng"",""Tủ lạnh"",""Cảnh quan đẹp"",""Gần sân golf"",""Wifi"",""Ban Công"",""TV"",""Phù hợp với trẻ nhỏ"",""Điều hoà"",""Máy giặt"",""Không hút thuốc"",""Dầu gội, dầu xả"",""Giấy vệ sinh"",""Giấy ăn"",""Nước khoáng"",""Khăn tắm"",""Kem đánh răng"",""Xà phòng tắm"",""Thang máy"",""Smart tivi"",""Tủ đựng rượu"",""Máy sấy""]"
30549,"The Landmark 81, Luxury Stay In Sai Gon",1,1,1,56,4,0,0,2,Twins Bed,Nguyên căn,Căn hộ dịch vụ,2.1429460327000003e+06,,Bình Thạnh,Hồ Chí Minh,10.7949659,106.7217776,"[""BBQ"",""Bếp điện"",""Lò vi sóng"",""Tủ lạnh"",""Cảnh quan đẹp"",""Gần sân golf"",""Wifi"",""Ban Công"",""TV"",""Phù hợp với trẻ nhỏ"",""Điều hoà"",""Máy giặt"",""Đệm bổ sung"",""Không hút thuốc"",""Dầu gội, dầu xả"",""Giấy vệ sinh"",""Giấy ăn"",""Nước khoáng"",""Bể Bơi"",""Khăn tắm"",""Kem đánh răng"",""Xà phòng tắm"",""Thang máy"",""Ghế massage"",""Smart tivi"",""Máy sấy""]"
16892," NHAT AN HOMESTAY- STUDIO R3.2",1,1,1,20,2,5,1,20,Queen Size,Phòng riêng,Căn hộ Studio,397931.963,,Quận 1,Hồ Chí Minh,10.7606126,106.6913583,"[""Bếp điện"",""Tủ lạnh"",""Wifi"",""TV"",""Điều hoà"",""Máy giặt"",""Không hút thuốc"",""Dầu gội, dầu xả"",""Giấy vệ sinh"",""Khăn tắm"",""Kem đánh răng"",""Xà phòng tắm"",""Smart tivi"",""Máy sấy"",""Internet"",""Nhà bếp""]"
27524,Cozrum Homes - 1BR ♧ Fully Furnished @Downtown @D1 201,1,1,1,25,2,5,3,67,Queen Size,Nguyên căn,Căn hộ Studio,400286.59,Bến Nghé,Quận 1,Hồ Chí Minh,10.7846172,106.6997559,"[""Bếp điện"",""Lò vi sóng"",""Tủ lạnh"",""Wifi"",""TV"",""Phù hợp với trẻ nhỏ"",""Điều hoà"",""Máy giặt"",""Không hút thuốc"",""Dầu gội, dầu xả"",""Giấy vệ sinh"",""Giấy ăn"",""Nước khoáng"",""Khăn tắm"",""Kem đánh răng"",""Xà phòng tắm"",""Smart tivi"",""Máy sấy""]"
28161,GEM Apartment - Penhouse Apartment,1,1,1,55,3,0,0,3,King size,Phòng riêng,Căn hộ dịch vụ,612203.02,An Phú,Quận 2,Hồ Chí Minh,10.8094752,106.7516315,"[""BBQ"",""Bếp điện"",""Lò vi sóng"",""Tủ lạnh"",""Cảnh quan đẹp"",""Gần sân golf"",""Câu cá"",""Wifi"",""Ban Công"",""TV"",""Phù hợp với trẻ nhỏ"",""Điều hoà"",""Máy giặt"",""Đệm bổ sung"",""Không hút thuốc"",""Giấy vệ sinh"",""Giấy ăn"",""Nước khoáng"",""Khăn tắm"",""Thang máy"",""Smart tivi"",""Máy sấy"",""Internet"",""Cửa sổ"",""Nhà bếp""]"
70127,Saigon Paramount * Service Apartment * At Tan Dinh ward * Spacious Studio * Fully Furnished * Security and Quiet (Cho thuê trung hạn),1,1,1,30,2,0,0,0,Queen Size,Phòng riêng,Căn hộ dịch vụ,590775.9143000001,Tân Định,Quận 1,Hồ Chí Minh,10.7905196,106.692262,"[""Bếp điện"",""Lò vi sóng"",""Tủ lạnh"",""Cảnh quan đẹp"",""Wifi"",""TV"",""Phù hợp với trẻ nhỏ"",""Điều hoà"",""Máy giặt"",""Không hút thuốc"",""Dầu gội, dầu xả"",""Giấy vệ sinh"",""Khăn tắm"",""Kem đánh răng"",""Xà phòng tắm"",""Thang máy"",""Máy sấy"",""Internet"",""Cửa sổ"",""Nhà bếp""]"
17251,Masteri Thao Dien Apartment's D2 (1102),2,2,2,76.65,4,0,0,1,Twins Bed,Nguyên căn,Căn hộ chung cư,1.5043711903000001e+06,,Quận 2,Hồ Chí Minh,10.8020988,106.7397208,"[""Cho thú cưng"",""BBQ"",""Lò vi sóng"",""Tủ lạnh"",""Cảnh quan đẹp"",""Gần sân golf"",""Câu cá"",""Wifi"",""Ban Công"",""TV"",""Phù hợp với trẻ nhỏ"",""Điều hoà"",""Máy giặt"",""Đệm bổ sung"",""Dầu gội, dầu xả"",""Giấy vệ sinh"",""Giấy ăn"",""Nước khoáng"",""Bể Bơi"",""Bếp Ga"",""Khăn tắm"",""Kem đánh răng"",""Xà phòng tắm"",""Thang máy"",""Smart tivi"",""Máy sấy""]"
33872,H&T Apartment 2★9 mins to Airport-9 mins to Center,1,1,1,41,3,0,0,3,King size,Nguyên căn,Căn hộ Studio,800573.18,Phường 8,Phú Nhuận,Hồ Chí Minh,10.798722,106.670563,"[""BBQ"",""Bếp điện"",""Lò vi sóng"",""Tủ lạnh"",""Cảnh quan đẹp"",""Wifi"",""TV"",""Điều hoà"",""Máy giặt"",""Đệm bổ sung"",""Dầu gội, dầu xả"",""Giấy vệ sinh"",""Giấy ăn"",""Nước khoáng"",""Bể Bơi"",""Khăn tắm"",""Kem đánh răng"",""Xà phòng tắm"",""Thang máy"",""Smart tivi"",""Máy sấy"",""Internet"",""Cửa sổ"",""Nhà bếp""]"
32534,Studio 3pax 3mins to Airport free pool gym 416A,1,1,1,35,3,0,0,2,King size,Nguyên căn,Căn hộ chung cư,682841.83,Phường 2,Tân Bình,Hồ Chí Minh,10.812722403448,106.66983146382,"[""BBQ"",""Bếp điện"",""Lò vi sóng"",""Tủ lạnh"",""Cảnh quan đẹp"",""Wifi"",""TV"",""Điều hoà"",""Máy giặt"",""Không hút thuốc"",""Dầu gội, dầu xả"",""Giấy vệ sinh"",""Nước khoáng"",""Bể Bơi"",""Khăn tắm"",""Thang máy"",""Smart tivi"",""Máy sấy"",""Internet"",""Cửa sổ"",""Nhà bếp""]"
31138,""" Đặt Phòng Căn Hộ Landmark 81- 2 Phòng Ngủ-2Wc""",2,2,2,82,5,0,0,0,King size,Nguyên căn,Căn hộ dịch vụ,2.8571044018e+06,Phường 22,Bình Thạnh,Hồ Chí Minh,10.7937418,106.7239916,"[""Bếp điện"",""Lò vi sóng"",""Tủ lạnh"",""Cảnh quan đẹp"",""Wifi"",""Ban Công"",""TV"",""Phù hợp với trẻ nhỏ"",""Điều hoà"",""Máy giặt"",""Không hút thuốc"",""Dầu gội, dầu xả"",""Giấy vệ sinh"",""Nước khoáng"",""Khăn tắm"",""Kem đánh răng"",""Xà phòng tắm"",""Thang máy"",""Smart tivi"",""Máy sấy""]"
29092,JOO's APT - Cozy Room #2,1,1,1,36,2,4,3,24,King size,Phòng riêng,Căn hộ Studio,540857.8219,Phường 22,Bình Thạnh,Hồ Chí Minh,10.7898182,106.7139563,"[""Bếp điện"",""Lò vi sóng"",""Tủ lạnh"",""Cảnh quan đẹp"",""Wifi"",""TV"",""Điều hoà"",""Máy giặt"",""Không hút thuốc"",""Dầu gội, dầu xả"",""Giấy vệ sinh"",""Nước khoáng"",""Thang máy"",""Máy sấy""]"
69587,Downtown – pool & gym with Gorgeous city view,2,2,2,75,4,0,0,0,King size,Nguyên căn,Căn hộ dịch vụ,765253.775,Phường 6,Quận 4,Hồ Chí Minh,10.7637443,106.6999369,"[""Lò vi sóng"",""Tủ lạnh"",""Cảnh quan đẹp"",""Wifi"",""Ban Công"",""TV"",""Phù hợp với trẻ nhỏ"",""Điều hoà"",""Máy giặt"",""Không hút thuốc"",""Dầu gội, dầu xả"",""Giấy vệ sinh"",""Giấy ăn"",""Nước khoáng"",""Bể Bơi"",""Khăn tắm"",""Kem đánh răng"",""Xà phòng tắm"",""Thang máy"",""Smart tivi"",""Máy sấy"",""Internet"",""Cửa sổ"",""Nhà bếp""]"
67938,CAN HO TAN SON NHAT AIRPORT,1,1,1,35,3,0,0,2,Queen Size,Nguyên căn,Căn hộ chung cư,714393.8318,,Phú Nhuận,Hồ Chí Minh,10.810067,106.6719204,"[""Bếp điện"",""Lò vi sóng"",""Tủ lạnh"",""Cảnh quan đẹp"",""Wifi"",""TV"",""Phù hợp với trẻ nhỏ"",""Điều hoà"",""Máy giặt"",""Đệm bổ sung"",""Không hút thuốc"",""Dầu gội, dầu xả"",""Giấy vệ sinh"",""Giấy ăn"",""Nước khoáng"",""Bể Bơi"",""Khăn tắm"",""Kem đánh răng"",""Xà phòng tắm"",""Thang máy"",""Smart tivi"",""Máy sấy"",""Internet"",""Cửa sổ"",""Nhà bếp""]"
30605,RedDoorz Superior Twin Bed Near Bui Vien Street - HO 1163,1,1,2,30,2,0,0,10,Twins Bed,Phòng riêng,Căn hộ chung cư,510247.6709,Cô Giang,Quận 1,Hồ Chí Minh,10.763743087859,106.69549593806,"[""Wifi"",""TV"",""Điều hoà"",""Không hút thuốc"",""Dầu gội, dầu xả"",""Smart tivi""]"
19399,Vinhomes Central Park (Kelly House) 2 bedroom,2,2,2,82,5,5,1,4,King size,Nguyên căn,Căn hộ dịch vụ,1.86015533e+06,Phường 22,Bình Thạnh,Hồ Chí Minh,10.795802,106.7186923,"[""BBQ"",""Bếp điện"",""Lò vi sóng"",""Tủ lạnh"",""Cảnh quan đẹp"",""Gần sân golf"",""Wifi"",""Ban Công"",""TV"",""Phù hợp với trẻ nhỏ"",""Máy giặt"",""Dầu gội, dầu xả"",""Giấy vệ sinh"",""Giấy ăn"",""Nước khoáng"",""Bể Bơi"",""Bếp Ga"",""Khăn tắm"",""Kem đánh răng"",""Xà phòng tắm"",""Thang máy"",""Smart tivi"",""Máy sấy""]"
68692,Auhome- Blissington Apartment,1,1,1,20,3,0,0,1,Queen Size,Nguyên căn,Căn hộ Studio,545802.5386,Phường 8,Quận 3,Hồ Chí Minh,10.786621,106.690139,"[""Bếp điện"",""Lò vi sóng"",""Tủ lạnh"",""Wifi"",""TV"",""Phù hợp với trẻ nhỏ"",""Điều hoà"",""Đệm bổ sung"",""Không hút thuốc"",""Giấy vệ sinh"",""Khăn tắm"",""Xà phòng tắm"",""Thang máy"",""Smart tivi"",""Máy sấy"",""Internet"",""Cửa sổ""]"
69588,Millennium★ Near Downtown apart – Fun pool & gym with Gorgeous city view ★,2,2,2,74,6,0,0,3,King size,Nguyên căn,Căn hộ dịch vụ,714393.8318,Phường 6,Quận 4,Hồ Chí Minh,10.7637443,106.6999369,"[""Bếp điện"",""Lò vi sóng"",""Tủ lạnh"",""Cảnh quan đẹp"",""Wifi"",""Ban Công"",""TV"",""Điều hoà"",""Máy giặt"",""Không hút thuốc"",""Dầu gội, dầu xả"",""Giấy vệ sinh"",""Giấy ăn"",""Nước khoáng"",""Bể Bơi"",""Khăn tắm"",""Kem đánh răng"",""Xà phòng tắm"",""Thang máy"",""Smart tivi"",""Máy sấy"",""Internet"",""Cửa sổ"",""Nhà bếp""]"
33882,cho thuê căn hộ dịch vụ 1 PN ngắn ngày cao cấp 5* tại Vinhome Central park,1,1,1,55,3,0,0,1,King size,Nguyên căn,Căn hộ dịch vụ,1.53050755e+06,Phường 22,Bình Thạnh,Hồ Chí Minh,10.7937418,106.7239916,"[""Cho thú cưng"",""Bếp điện"",""Lò vi sóng"",""Tủ lạnh"",""Cảnh quan đẹp"",""Hướng biển"",""Gần sân golf"",""Wifi"",""Ban Công"",""TV"",""Phù hợp với trẻ nhỏ"",""Điều hoà"",""Máy giặt"",""Dầu gội, dầu xả"",""Giấy vệ sinh"",""Giấy ăn"",""Nước khoáng"",""Bể Bơi"",""Bếp Ga"",""Khăn tắm"",""Kem đánh răng"",""Xà phòng tắm"",""Thang máy"",""Smart tivi"",""Máy sấy"",""Internet"",""Cửa sổ"",""Bể bơi cá nhân"",""Nhà bếp""]"
68133,Khương HomeStay - Phòng Twin 02 giường đơn,1,1,2,16,3,0,0,0,Twins Bed,Phòng riêng,Nhà riêng,510247.6709,,Phú Nhuận,Hồ Chí Minh,10.7987131,106.6820107,"[""BBQ"",""Bếp điện"",""Tủ lạnh"",""Cảnh quan đẹp"",""Wifi"",""TV"",""Phù hợp với trẻ nhỏ"",""Điều hoà"",""Máy giặt"",""Không hút thuốc"",""Dầu gội, dầu xả"",""Giấy vệ sinh"",""Giấy ăn"",""Nước khoáng"",""Khăn tắm"",""Kem đánh răng"",""Xà phòng tắm"",""Smart tivi"",""Máy sấy"",""Internet"",""Cửa sổ"",""Nhà bếp""]"
40792,STANDARD ROOM - NEAR BUI VIEN WALKING STREER,1,1,1,16,3,5,1,4,Queen Size,Phòng riêng,Khác,397931.963,Phạm Ngũ Lão,Quận 1,Hồ Chí Minh,10.76639,106.689701,"[""Tủ lạnh"",""Wifi"",""TV"",""Phù hợp với trẻ nhỏ"",""Điều hoà"",""Dầu gội, dầu xả"",""Giấy vệ sinh"",""Nước khoáng"",""Khăn tắm"",""Kem đánh răng"",""Xà phòng tắm"",""Máy sấy"",""Internet""]"
27759,【City House】1 BR - Sky &City View in the downtown,1,1,1,40,2,0,0,1,Queen Size,Nguyên căn,Căn hộ chung cư,996478.1464,Tân Hưng,Quận 7,Hồ Chí Minh,10.7527204,106.7188713,"[""Wifi"",""Điều hoà"",""Máy giặt"",""Dầu gội, dầu xả"",""Thang máy"",""Smart tivi""]"
35165,Natural Light/Cozy Balcony Room next to Bui Vien str,1,2,1,30,2,5,7,76,Queen Size,Phòng riêng,Khác,459152.265,,Quận 1,Hồ Chí Minh,10.7620114,106.6894775,"[""Tủ lạnh"",""Cảnh quan đẹp"",""Wifi"",""Ban Công"",""TV"",""Điều hoà"",""Không hút thuốc"",""Dầu gội, dầu xả"",""Giấy vệ sinh"",""Giấy ăn"",""Nước khoáng"",""Khăn tắm"",""Kem đánh răng"",""Xà phòng tắm"",""Thang máy"",""Ghế massage"",""Smart tivi"",""Máy sấy"",""Cửa sổ""]"
